Dabei gibt es jedoch zwei Probleme: Erstens findet die Diskussion über die Strategie Europa 2020 immer noch strukturell getrennt vom Paket über die wirtschaftspolitische Steuerung, dem Europäischen Semester und dem Jahreswachstumsbericht statt. Dadurch ergibt sich entweder eine fragmentierte Strategie oder mehrere Parallel-Strategien, die nebeneinander laufen, ohne entsprechend koordiniert zu werden.	However, there are two problems: firstly, the debate on the Europe 2020 Strategy is still cut off, structurally, from the economic governance package, from the European Semester and from the Annual Growth Survey and, as a result, we have either a fragmented strategy or parallel strategies, strategies which run in tandem, without adequate coordination, which thus risk undermining each other.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
Dadurch besteht das Risiko, dass sich die verschiedenen Strategien gegenseitig schwächen.		ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
Das zweite Problem hängt mit dem aktuellen Schwerpunkt des Rates und der Kommission zusammen: Sie wollen die Regeln des Stabilitäts- und Wachstumspaktes, die Haushaltsdisziplin und -reformen stärken, bringen jedoch keine überzeugenden Antworten oder Lösungen für die wirksame Umsetzung und Finanzierung der Ziele der Strategie Europa 2020.	The second problem is that the Council's and the Commission's current emphasis is on tightening up the rules of the Stability and Growth Pact and budgetary discipline and reform, with no convincing answers or solutions for the effective implementation and financing of the Europe 2020 Strategy objectives.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
Ich glaube, dass - ähnlich wie bei der Strategie von Lissabon - ein Risiko besteht, dass viele unserer Ziele auf dem Reißbrett bleiben. Ich fürchte, dass dies nur dann nicht geschehen wird, wenn wir überzeugende Argumente für die Bürgerinnen und Bürger Europas vorbringen können, denn sie müssen die Hauptlast der Krise tragen, können und müssen aber die technischen Diskussionen über den Stabilitäts- und Wachstumspakt, Indikatoren und Strafmaßnahmen nicht mitverfolgen.	I think that there is a risk, as happened with the Lisbon Strategy, that many of our objectives will get no further than the drawing board and I worry that this will happen unless we are able to put persuasive arguments to the people of Europe, who are bearing the brunt of the crisis, who cannot and should not have to follow technical debates on the reform of the Stability and Growth Pact and on indicators and penalties.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
Wir müssen verstehen, dass wir uns nicht einfach auf Indikatoren und Zahlen konzentrieren können.	We must understand that we cannot focus solely on indicators and figures.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
Wir müssen uns auf die Menschen konzentrieren.	We must focus on people.	ep-11-02-16-005.txt	005	072	Anni Podimata		S&amp;D
(FR) Frau Präsidentin, geehrter amtierender Präsident des Rates! Ich bitte Sie darum, mich anzuhören, Herr Kommissar, ich habe nur eine Minute Redezeit, obwohl ich eigentlich große Lust hätte, nichts zu sagen, da diese Strategie Europa 2020 meiner Ansicht nach sehr weit davon entfernt ist, was wir brauchen.	(FR) Madam President, President-in-Office of the Council, if you would be so kind as to listen to what I have to say, Commissioner, I have only one minute of speaking time, even though I have a good mind to keep quiet, and to say nothing, since I believe that this Europe 2020 Strategy is very far removed from what we need.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Sie haben uns viele nette Worte vorgetragen.	You have given us a lot of fine words.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Glauben Sie wirklich, dass Leitlinien, Leitinitiativen und all diese Dinge, die Sie sich ausdenken und die Sie stunden- und tagelang beschäftigen, den Menschen in Europa Arbeitsplätze und Vertrauen bescheren werden?	Do you really think that guidelines, 'flagships' and all manner of things that you dream up and which keep you busy for hours and days at a time will enable you to provide employment and give confidence to the people of Europe?	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Da irren Sie sich.	You are wrong.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Wenn Sie die gegenwärtige geopolitische Lage anschauen, so bezweifle ich stark, dass China, Indien oder die Schwellenländer von unseren Wachstumsmaßnahmen besonders beeindruckt sind.	If you look at the state of the world today, I do not think that the Chinese, the Indians or the emerging countries are very impressed with what we are doing about growth.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Deshalb bin ich in meiner Funktion als Berichterstatterin über das Paket zur wirtschaftspolitischen Steuerung versucht, in Ihrer Anwesenheit nichts zu sagen, aber ich möchte trotzdem eine Anmerkung anbringen: Wir werden in unserer Arbeit sehr entschieden vorgehen.	Therefore, in my capacity as rapporteur on the economic governance package, I am almost inclined to keep quiet in your presence, and I would like to say just one thing to you: in our work, we shall be extremely firm.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Glauben Sie nicht, dass wir, nur weil Sie als Ratsmitglieder uns anhalten, schneller zu arbeiten, im Juni ein Übereinkommen haben werden.	Do not think that if you Council Members simply tell us to speed up, we will have an agreement in June.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Wir werden ein Übereinkommen haben, wenn dieses Parlament Debatten abgehalten und uns der Rat seine Aufmerksamkeit geschenkt hat.	We will have an agreement when this Parliament has held debates and when the Council has listened to us.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
Meiner Ansicht nach muss die Einführung von europäischen Staatsanleihen, die einen durch den Euro gestützten globalen Markt schaffen würde, Teil dieses Pakets sein.	As far as I am concerned, the creation of Eurobonds, which could create a global market backed up by the euro, is part of this package.	ep-11-02-16-005.txt	005	073	Sylvie Goulard		ALDE
(NL) Frau Präsidentin! Wenn ich den Begriff "europäische Staatsanleihen" höre, wird mir schlecht, obwohl er hier sehr oft erwähnt wird.	(NL) Madam President, whenever I hear the word 'eurobonds', I always feel a little bit sick, even though it is a word which is frequently bandied about here.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Die meisten Arbeitsplätze entstehen durch das Wirtschaftswachstum und aufgrund einer gesunden Privatwirtschaft.	Most jobs come from economic growth and a healthy private sector.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Dazu gibt es keine Alternative.	There is no alternative to that.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Regierungen schaffen keine Arbeitsplätze, und dafür sind sie auch nicht da.	Governments do not create jobs and are not job creators.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Das Hauptproblem Europas ist die mangelnde Wettbewerbsfähigkeit.	The major problem in Europe is the lack of competitiveness.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Der Unterschied zwischen Deutschland und dem südlichen Europa beträgt fast 35 %.	The difference between Germany and southern Europe is almost 35%.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Diese Schere ist sehr groß, deshalb hat Frau Merkel auch einen Pakt für Wettbewerbsfähigkeit erwähnt.	That gap is very large, which is why Mrs Merkel has spoken of a competitiveness pact.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Damit bin ich an sich einverstanden.	I agree with that, in itself.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Der Lissabon-Prozess sollte eigentlich eine ganz ähnliche Idee sein, aber daraus ist nicht viel geworden.	Actually, the Lisbon Process was supposed to be an idea along those lines, but little has come of that.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Ich möchte Sie jedoch über einen Punkt warnen, und zwar die Harmonisierung der Körperschaftsteuer.	However, there is one thing I would like to warn you about, and that is the harmonisation of corporation tax.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Das ist eine sehr schlechte Idee.	That is a very bad idea.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Es ist auch eine sehr französische Idee, und wir müssen sie zurückweisen, ebenso wie die Idee einer Wirtschaftsregierung.	It is also a very French idea, and we must dismiss it, just as we must dismiss the idea of an economic government.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Das wäre ein Job-Killer.	It will be a job killer.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Vergangene Woche hat eine OECD-Studie in 21 Ländern erneut gezeigt, dass wir die Körperschaftssteuer senken müssen, um in Europa mehr Arbeitsplätze zu schaffen.	Last week, a study conducted by the OECD in 21 countries showed, once again, that if we want greater employment in Europe, we need to lower corporation tax.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Und damit müssen wir uns befassen, denn dieses Parlament ist nicht dazu da, Arbeitsplätze zu schaffen.	That is the sort of thing we need to be looking into, because this Parliament does not create any jobs.	ep-11-02-16-005.txt	005	074	Derk Jan Eppink		ECR
Frau Präsidentin, sehr geehrter Herr Ratspräsident, liebe Kolleginnen und Kollegen! Da sind wir in einer großen Wirtschaftskrise - darüber reden wir seit Monaten, das stimmt alles -, wir reden aber in der Regel in Überschriften und beschließen dann hier munter weiter, als wäre gar nichts gewesen.	(DE) Madam President, President-in-Office of the Council, ladies and gentlemen, we are in the midst of a major economic crisis - we have been talking about this for months and everything we have said is true - as a rule, however, we tend to talk in very broad terms and then cheerfully continue to make decisions here as if nothing is happening.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Ich glaube, das liegt daran, dass wir uns auch hier im Parlament nicht konkret genug und nicht ehrlich genug verhalten, sondern so etwas wie eine Überschriftenpolitik betreiben.	I believe this is because here in Parliament we do not act in a specific enough way and we are not honest enough, but rather pursue something resembling a general, headlines policy.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Was tun wir denn wirklich, um Wachstum und Stabilität voranzubringen?	What are we actually doing to promote growth and stability?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Tragen wir denn selber auch dazu bei, mit den Finanzen ordentlicher und klüger umzugehen?	Are we ourselves actually contributing to a more proper and wiser way of dealing with finances?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Führen wir wirklich eine kritische Prüfung dessen durch, ob wir die richtigen Ausgaben tätigen, oder hat nicht jeden Tag jeder von uns eine neue Idee, wo man noch Geld ausgeben könnte?	Are we really carrying out a critical review of whether we are making the right kinds of expenditure, or does every one of us not have a new idea every day about where we could spend more money?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Wenn wir nicht die Kraft haben, die Finanzmittel auf die Zukunftsprojekte zu konzentrieren - und das heißt Streit und Auseinandersetzung und Entscheidung -, dann hat es keinen Sinn, von Innovation und Forschung zu reden, aber die Mittel dafür nicht zur Verfügung zu stellen.	If we do not have the strength to focus our financial resources on projects for the future - and that will involve altercations, debates and decisions - then there is no point in talking about innovation and research only to then fail to make the necessary funds available.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Das ist relativ unehrlich.	That is rather dishonest.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Wenn wir die Wirtschaft beleben wollen, dann müssen wir auch eine Politik machen, die Wirtschaft anregt und nicht von morgens bis abends darüber nachdenkt, wie man Industrie oder Wirtschaft stören kann.	If we want to breathe life into the economy, we must also pursue a policy that stimulates the economy and not endlessly sit thinking about how we can interfere with industry or the economy.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Wir fassen munter weiter Beschlüsse, fordern auch heute ständig neue Beschlüsse, die die Wirtschaft in ihren Entwicklungen stören.	We cheerfully take more decisions - even today we are constantly calling for new decisions that will interfere with the development of the economy.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Glaubt denn irgendeiner, dass die Frage der verbindlichen Energieeffizienz - um nur ein Beispiel zu nennen - einen Beitrag dazu leistet, dass die Wirtschaft vorangetrieben wird?	Does anyone believe that the question of mandatory energy efficiency - to name just one example - will help to drive the economy forward?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Glauben Sie wirklich, dass wir mit unseren Beschlüssen, die wir im Zusammenhang mit der Energie oft getroffen haben, die Wirtschaft angeregt haben?	Do you really believe that, with the decisions we have often made in connection with energy, we have stimulated the economy?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Oder haben wir sie gestört?	Or have we obstructed it?	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Ich würde uns wünschen, dass wir darüber einmal etwas ehrlicher reden und dann zwar etwas weniger Entscheidungen treffen, aber vielleicht die Entscheidungen treffen, die wirklich voranbringen.	I would like us for once to talk a bit more honestly about this and then to make somewhat fewer decisions, but perhaps ones that will really bring about progress.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
Das ist anstrengender, mühsamer, wird auch Streit bedeuten, aber das ist der Sinn von Demokratie!	That will be more challenging and it will take more effort, but it is in the interests of democracy.	ep-11-02-16-005.txt	005	075	Herbert Reul		PPE
(HU) Frau Präsidentin!		ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
Die Finanz- und Wirtschaftskrise hat sich in eine Sozial- und Beschäftigungskrise verwandelt. Deshalb ist es sehr wichtig, dass die europäische Erkenntnis, dass eine engere Zusammenarbeit sowohl in der Wirtschafts- als auch der Beschäftigungspolitik benötigt wird, tatsächlich umgesetzt wird.	(HU) Madam President, the financial and economic crisis has transformed into becoming a social and employment crisis, which is why it is particularly important that the realisation Europe has come to, namely that tighter coordination is necessary in both economic and employment policy, is actually implemented.	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
Das bedeutet, dass alle Länder, die strukturelle Reformen oder steuerpolitische Änderungen einführen oder beispielsweise die Ladenöffnungszeiten an Sonntagen überarbeiten, auch überprüfen müssen, ob solche Maßnahmen die Entwicklung des Beschäftigungssystems erleichtern und zur Verbesserung der Beschäftigungsquote beitragen.	This also means that all countries that introduce structural reforms or changes in fiscal policy or, for example, review the Sunday opening hours of shops, must also examine whether such measures facilitate the development of the employment system and contribute to increasing the employment rate.	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
In allen Entscheidungen müssen zudem unbedingt die Sozialpartner befragt werden.	It is also crucial in all decisions to consult with social partners.	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
Das Europäische Semester ist der erste wirkliche Test für diese Erkenntnis. Dabei wird Europa zum ersten Mal gemeinsam, unter ungarischem Ratsvorsitz, das Ausmaß besprechen können, in dem diese Richtlinien umgesetzt werden können und ob wir in der Lage sein werden, uns an ihre Umsetzung zu machen.	The European Semester will be the first real test to this realisation, when Europe together, led by the Hungarian Presidency, will be able to assess for the first time the degree to which these directives can be transposed, and whether we will be able to embark on the path of implementation.	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
Ich bin überzeugt, dass der ungarische Ratsvorsitz und die ungarische Regierung hierbei eine besondere Rolle übernehmen, nicht nur in ihrer Position als Ratsvorsitz, sondern auch als Beispiel für andere, indem sie dies beispielsweise in allen wirtschaftspolitischen Änderungen und allen beschäftigungspolitischen Entscheidungen berücksichtigen und den anderen Ländern beispielhaft vorangehen.	I believe that the Hungarian Presidency and the Hungarian Government has a special role in this, not only in its position of presidency, but also in leading by example, in taking this into account in all economic policy changes and all employment policy decisions, and in providing an example to the other countries.	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
(Die Abgeordnete erklärt sich bereit, im Rahmen des Verfahrens der "blauen Karte" gemäß Artikel 149 Absatz 8 der Geschäftsordnung eine Frage zu beantworten).	(The Member agreed to take a blue-card question under Rule 149(8) of the Rules of Procedure)	ep-11-02-16-005.txt	005	076	Kinga Göncz		S&amp;D
(HU) Frau Präsidentin! Ich habe das Gefühl, dass Frau Göncz diese ganze Thematik sehr gut versteht, wie die Europäische Union die Arbeitslosigkeit bekämpfen will.	(HU) Madam President, I am under the impression that Mrs Göncz has a very good understanding of this whole issue, that is, how the European Union intends to put an end to unemployment.	ep-11-02-16-005.txt	005	077	Krisztina Morvai		NI
Ich habe dieser ganzen Diskussion bisher stillschweigend zugehört und verstehe die Angelegenheit trotzdem kein bisschen besser.	I have been sitting through this whole debate here and still do not understand it any better.	ep-11-02-16-005.txt	005	077	Krisztina Morvai		NI
Bitte helfen Sie mir, diese Frage zu beantworten: Was sollen wir den Menschen in den Komitaten Borsod oder Szalbolcs erzählen?	Please help me answer this question: what are we supposed to tell the people in Borsod or Szabolcs County?	ep-11-02-16-005.txt	005	077	Krisztina Morvai		NI
Wo und wann werden sie Arbeit finden?	Where and when will they find work?	ep-11-02-16-005.txt	005	077	Krisztina Morvai		NI
Ich erwarte außerdem auch eine Antwort auf diese Frage von Herrn Martonyi, der hier den Rat vertritt, und vom Herrn Kommissar, der glücklicherweise auch Ungar ist.	And I expect an answer to the very same question, from Mr Martonyi, by the way, who is here representing the Council, as well as from the Commissioner, who is fortunately also of Hungarian nationality.	ep-11-02-16-005.txt	005	077	Krisztina Morvai		NI
